club_id,club_name,club_name_ascii,league,country,city,stadium,city_lat,city_lon,city_source_url,city_geo_source,city_match_confidence,manual_review_flag,notes,city_key,city_review_notes
c_lens_d18e9fd2,Lens,Lens,Ligue 1,France,Lens,Stade Bollaert-Delelis,50.43302,2.82791,https://www.geonames.org/3003093,geonames_searchJSON,high,False,,france__lens__63c3067a,GeoNames name_equals match; selected 'Lens'; admin 'Hauts-de-France'; feature PPLA3; population 38265; 0.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_leon_e09d3468,Club León,Club Leon,Liga MX,Mexico,León,Estadio León,21.12183,-101.68253,https://www.geonames.org/9010779,geonames_searchJSON,medium,False,,mexico__leon__a79bebbf,GeoNames name_equals match; selected 'León'; admin 'Durango'; feature PPL; top-vs-next score margin 0.0; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Manual correction to current values.
c_levante_1173db37,Levante UD,Levante UD,La Liga,Spain,Valencia,Estadi Ciutat de València,39.47391,-0.37966,https://www.geonames.org/2509954,geonames_searchJSON,high,False,,spain__valencia__f4b67044,GeoNames name_equals match; selected 'Valencia'; admin 'Valencia'; feature PPLA; population 824340; 2.0 km from trusted local centroid; top-vs-next score margin 101.7; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_lille_5e95484f,Lille,Lille,Ligue 1,France,Villeneuve-d'Ascq,Pierre Mauroy Stadium,50.61669,3.16664,https://www.geonames.org/6543862,geonames_searchJSON,high,False,,france__villeneuve-d-ascq__92b50db3,GeoNames name_equals match; selected 'Villeneuve-d'Ascq'; admin 'Hauts-de-France'; feature PPL; population 62400; 2.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_liverpool_53dacc53,Liverpool F.C.,Liverpool F.C.,Premier League,England,Liverpool,Anfield,53.41058,-2.97794,https://www.geonames.org/2644210,geonames_searchJSON,high,False,,england__liverpool__99112030,GeoNames name_equals match; selected 'Liverpool'; admin 'England'; feature PPLA2; population 496770; 1.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_lokomotiv_moscow_d1e0d051,FC Lokomotiv Moscow,FC Lokomotiv Moscow,Russian Premier League,Russia,Moscow,RZD Arena,55.75204,37.61781,https://www.geonames.org/524901,geonames_searchJSON,high,False,,russia__moscow__d2e4137f,GeoNames name_equals match; selected 'Moscow'; admin 'Москва'; feature PPLC; population 10381222; 6.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_lokomotiva_zagreb_5ede067f,Lokomotiva Zagreb,Lokomotiva Zagreb,Croatian Football League,Croatia,Maksimir,Stadion Maksimir,45.81872,16.01328,https://www.geonames.org/3195879,geonames_searchJSON,high,False,,croatia__maksimir__c03d5bcd,GeoNames name_equals match; selected 'Maksimir'; admin 'Zagreb'; feature PPLX; 0.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_lorient_1d133ad3,FC Lorient,FC Lorient,Ligue 1,France,Lorient,Stade du Moustoir,47.74817,-3.37177,https://www.geonames.org/2997577,geonames_searchJSON,high,False,,france__lorient__898a3820,GeoNames name_equals match; selected 'Lorient'; admin 'Bretagne'; feature PPLA3; population 58112; top-vs-next score margin 101.3; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_ludogorets_razgrad_596a7c7c,Ludogorets Razgrad,Ludogorets Razgrad,First Professional Football League,Bulgaria,Razgrad,Huvepharma Arena,43.53331,26.51849,https://www.geonames.org/727696,geonames_searchJSON,high,False,,bulgaria__razgrad__8e28470b,GeoNames name_equals match; selected 'Razgrad'; admin 'Област Разград'; feature PPLA; population 28931; 0.7 km from trusted local centroid; top-vs-next score margin 62.4; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_lugano_b8a83086,FC Lugano,FC Lugano,Swiss Super League,Switzerland,Lugano,AIL Arena,46.01008,8.96004,https://www.geonames.org/2659836,geonames_searchJSON,high,False,,switzerland__lugano__232d3f73,GeoNames name_equals match; selected 'Lugano'; admin 'Tessin'; feature PPLA2; population 63185; 1.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_lyon_8ff8803d,Olympique Lyonnais,Olympique Lyonnais,Ligue 1,France,Décines-Charpieu,Parc Olympique Lyonnais,45.76873,4.95883,https://www.geonames.org/3021662,geonames_searchJSON,high,False,,france__decines-charpieu__ecfab9d1,GeoNames name_equals match; selected 'Décines-Charpieu'; admin 'Rhône-Alpes'; feature PPL; population 24674; 1.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_maccabi_haifa_f1b6b507,Maccabi Haifa,Maccabi Haifa,Israeli Premier League,Israel,Haifa,Sammy Ofer Stadium,32.81303,34.99928,https://www.geonames.org/294801,geonames_searchJSON,high,False,,israel__haifa__41b2b89e,GeoNames name_equals match; selected 'Haifa'; admin 'חיפה'; feature PPLA; population 285316; 4.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_maccabi_tel_aviv_8adccf32,Maccabi Tel Aviv F.C.,Maccabi Tel Aviv F.C.,Israeli Premier League,Israel,Tel Aviv,Bloomfield Stadium,32.08088,34.78057,https://www.geonames.org/293397,geonames_searchJSON,high,False,,israel__tel-aviv__5890c5c0,GeoNames name_equals match; selected 'Tel Aviv'; admin 'תל אביב'; feature PPLA; population 432892; 3.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_machida_zelvia_de40ad9f,Machida Zelvia,Machida Zelvia,J1 League,Japan,Machida,Machida Athletic Stadium,35.54028,139.45083,https://www.geonames.org/1857871,geonames_searchJSON,high,False,,japan__machida__c9ff6e9e,GeoNames name_equals match; selected 'Machida'; admin '東京都'; feature PPLA2; population 431079; 5.9 km from trusted local centroid; top-vs-next score margin 39.9; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_mainz_05_a2ff4aed,1. FSV Mainz 05,1. FSV Mainz 05,Bundesliga,Germany,Mainz,Mewa Arena,49.98185,8.28008,https://www.geonames.org/2874225,geonames_searchJSON,high,False,Merged Mainz + Mainz 05,germany__mainz__6de7f83d,GeoNames name_equals match; selected 'Mainz'; admin 'Rheinland-Pfalz'; feature PPLA; population 217123; 3.2 km from trusted local centroid; top-vs-next score margin 100.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_malavan_5031d9ab,Malavan,Malavan,Persian Gulf Pro League,Iran,Bandar-e Anzali,Sirous Ghayeghran Arena,37.47318,49.45785,https://www.geonames.org/141679,geonames_searchJSON,high,False,,iran__bandar-e-anzali__de5ec006,GeoNames name_equals match; selected 'Bandar-e Anzalī'; admin 'گیلان‎'; feature PPLA2; population 110826; 0.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_mallorca_283c2cf0,Mallorca,Mallorca,LaLiga 2,Spain,Palma,Estadi Mallorca Son Moix,39.56939,2.65024,https://www.geonames.org/2512989,geonames_searchJSON,high,False,,spain__palma__92a09a72,GeoNames name_equals match; selected 'Palma'; admin 'Baleares'; feature PPLA; population 438234; 2.9 km from trusted local centroid; top-vs-next score margin 185.9; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_malmo_81e0c3a3,Malmö FF,Malmo FF,Allsvenskan,Sweden,Malmö,Eleda Stadion,55.60587,13.00073,https://www.geonames.org/2692969,geonames_searchJSON,low,False,,sweden__malmo__053b2c1a,"Manual city correction retained for Malmö, Sweden."
c_mamelodi_sundowns_5ad1de31,Mamelodi Sundowns,Mamelodi Sundowns,South African Premier Division,South Africa,Pretoria,Loftus Versfeld Stadium,-25.74486,28.18783,https://www.geonames.org/964137,geonames_searchJSON,high,False,,south-africa__pretoria__4f0a3cb5,GeoNames name_equals match; selected 'Pretoria'; admin 'IGauteng'; feature PPLC; population 2112693; 3.6 km from trusted local centroid; top-vs-next score margin 104.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_manchester_city_446c8158,Manchester City F.C.,Manchester City F.C.,Premier League,England,Manchester,City of Manchester Stadium,53.48095,-2.23743,https://www.geonames.org/2643123,geonames_searchJSON,high,False,,england__manchester__293f4384,GeoNames name_equals match; selected 'Manchester'; admin 'England'; feature PPLA2; population 568996; 2.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_manchester_united_f05b841f,Manchester United F.C.,Manchester United F.C.,Premier League,England,Trafford,Old Trafford,53.46986,-2.32704,https://www.geonames.org/6691245,geonames_searchJSON,high,False,Merged Man United + Manchester United,england__trafford__3ccf89e7,GeoNames name_equals match; selected 'Trafford'; admin 'England'; feature PPLX; 2.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_marathon_947eb4c4,C.D. Marathón,C.D. Marathon,Liga Nacional de Fútbol de Honduras,Honduras,San Pedro Sula,Yankel Rosenthal Stadium,15.50585,-88.02588,https://www.geonames.org/3601782,geonames_searchJSON,high,False,,honduras__san-pedro-sula__a71e4f65,GeoNames name_equals match; selected 'San Pedro Sula'; admin 'Departamento de Cortés'; feature PPLA; population 801259; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_marseille_8a6a0f84,Marseille,Marseille,Ligue 1,France,Marseille,Stade Vélodrome,43.29695,5.38107,https://www.geonames.org/2995469,geonames_searchJSON,high,False,,france__marseille__e51eaf2c,GeoNames name_equals match; selected 'Marseille'; admin 'Provence-Alpes-Côte d'Azur'; feature PPLA; population 877215; 3.3 km from trusted local centroid; top-vs-next score margin 177.8; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_mazatlan_b76304f0,Mazatlán F.C.,Mazatlan F.C.,Liga MX,Mexico,Mazatlán,Estadio El Encanto,23.22163,-106.41885,https://www.geonames.org/3996322,geonames_searchJSON,medium,False,,mexico__mazatlan__0bc2ee86,GeoNames name_equals match; selected 'Mazatlán'; admin 'Sinaloa'; feature PPLA2; population 381583; top-vs-next score margin 8.6; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.
c_melbourne_city_04bdf721,Melbourne City FC,Melbourne City FC,A-League Men,Australia,Melbourne,Melbourne Rectangular Stadium,-37.814,144.96332,https://www.geonames.org/2158177,geonames_searchJSON,high,False,,australia__melbourne__9da5b18f,GeoNames name_equals match; selected 'Melbourne'; admin 'Victoria'; feature PPLA; population 5350705; 2.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_melbourne_victory_7173b295,Melbourne Victory FC,Melbourne Victory FC,A-League Men,Australia,Melbourne,Melbourne Rectangular Stadium,-37.814,144.96332,https://www.geonames.org/2158177,geonames_searchJSON,high,False,,australia__melbourne__9da5b18f,GeoNames name_equals match; selected 'Melbourne'; admin 'Victoria'; feature PPLA; population 5350705; 2.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_miami_fc_86451741,Miami FC,Miami FC,USL Championship,United States,Miami,Pitbull Stadium,25.77427,-80.19366,https://www.geonames.org/4164138,geonames_searchJSON,high,False,,united-states__miami__a0eca83d,GeoNames name_equals match; selected 'Miami'; admin 'Florida'; feature PPLA2; population 487014; 23.3 km from trusted local centroid; top-vs-next score margin 74.7; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_middlesbrough_8a024275,Middlesbrough F.C.,Middlesbrough F.C.,EFL Championship,England,Middlesbrough,Riverside Stadium,54.57623,-1.23483,https://www.geonames.org/2642607,geonames_searchJSON,high,False,,england__middlesbrough__8e6060ad,GeoNames name_equals match; selected 'Middlesbrough'; admin 'England'; feature PPLA2; population 142707; 1.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_millwall_9ef52a13,Millwall F.C.,Millwall F.C.,EFL Championship,England,London,The Den,51.50853,-0.12574,https://www.geonames.org/2643743,geonames_searchJSON,high,False,,england__london__a0c2be3a,GeoNames name_equals match; selected 'London'; admin 'England'; feature PPLC; population 8961989; 3.2 km from trusted local centroid; top-vs-next score margin 95.3; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_minnesota_united_ec79d898,Minnesota United FC,Minnesota United FC,Major League Soccer,United States,Saint Paul,Allianz Field,44.94441,-93.09327,https://www.geonames.org/5045360,geonames_searchJSON,high,False,,united-states__saint-paul__affdc13e,GeoNames name_equals match; selected 'Saint Paul'; admin 'Minnesota'; feature PPLA; population 303176; 5.7 km from trusted local centroid; top-vs-next score margin 87.4; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_mjallby_ba532087,Mjällby AIF,Mjallby AIF,Allsvenskan,Sweden,Hällevik,Strandvallen,56.01667,14.7,https://www.geonames.org/2708584,geonames_searchJSON,low,False,,sweden__hallevik__50a40bae,"Manual city correction retained for Hällevik, Sweden."
c_molde_c258d39b,Molde,Molde,Eliteserien,Norway,Molde,Aker Stadion,62.73752,7.15912,https://www.geonames.org/3145580,geonames_searchJSON,low,False,,norway__molde__729ce630,"Manual city correction retained for Molde, Norway."
c_montana_45e96443,PFC Montana,PFC Montana,Second Professional Football League (Bulgaria),Bulgaria,Montana,Stadion Ogosta,43.41285,23.22174,https://www.geonames.org/729114,geonames_searchJSON,high,False,,bulgaria__montana__5cd2ea5e,GeoNames name_equals match; selected 'Montana'; admin 'Област Монтана'; feature PPLA; population 47445; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_monterrey_f10cf911,C.F. Monterrey,C.F. Monterrey,Liga MX,Mexico,"Guadalupe, Nuevo León",Estadio BBVA,25.67678,-100.25646,https://www.geonames.org/4005492,geonames_searchJSON,high,False,,mexico__guadalupe-nuevo-leon__e104f702,"GeoNames exact city match retained for Guadalupe, Nuevo León, Mexico, which is the home city of Estadio BBVA."
c_montpellier_12bea8d1,Montpellier,Montpellier,Ligue 2,France,Montpellier,Stade de la Mosson,43.61093,3.87635,https://www.geonames.org/2992166,geonames_searchJSON,high,False,,france__montpellier__2516f162,GeoNames name_equals match; selected 'Montpellier'; admin 'Occitanie'; feature PPLA2; population 248252; 5.2 km from trusted local centroid; top-vs-next score margin 176.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_motherwell_8b7b9d25,Motherwell F.C.,Motherwell F.C.,Scottish Premiership,Scotland,Motherwell,Fir Park,55.78924,-3.99187,https://www.geonames.org/2642135,geonames_searchJSON,high,False,,scotland__motherwell__ed09d1bc,GeoNames name_equals match; selected 'Motherwell'; admin 'Scotland'; feature PPLA2; population 32840; 1.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_nacional_2b4d3a11,Club Nacional de Football,Club Nacional de Football,Liga AUF Uruguaya,Uruguay,Montevideo,Estadio Gran Parque Central,-34.90328,-56.18816,https://www.geonames.org/3441575,geonames_searchJSON,high,False,Step 5 manual review canonical rename from 'Nacional' to 'Club Nacional de Football'.,uruguay__montevideo__f87883ab,GeoNames name_equals match; selected 'Montevideo'; admin 'Departamento de Montevideo'; feature PPLC; population 1270737; 3.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_nancy_c55a4912,AS Nancy Lorraine,AS Nancy Lorraine,Ligue 2,France,Tomblaine,Stade Marcel Picot,48.68378,6.2162,https://www.geonames.org/2972486,geonames_searchJSON,high,False,,france__tomblaine__b6dc1c48,GeoNames name_equals match; selected 'Tomblaine'; admin 'Grand Est'; feature PPL; population 7703; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_nantes_f85b493e,FC Nantes,FC Nantes,Ligue 2,France,Nantes,Stade de la Beaujoire,47.21725,-1.55336,https://www.geonames.org/2990969,geonames_searchJSON,high,False,,france__nantes__8240308b,GeoNames name_equals match; selected 'Nantes'; admin 'Pays de la Loire'; feature PPLA; population 325070; top-vs-next score margin 97.6; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_napoli_48cfbfde,Napoli,Napoli,Serie A,Italy,Naples,Stadio Diego Armando Maradona,40.85216,14.26811,https://www.geonames.org/3172394,geonames_searchJSON,high,False,,italy__naples__797a346e,GeoNames name_equals match; selected 'Naples'; admin 'Campania'; feature PPLA; population 909048; 6.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_nasaf_92f9d239,FC Nasaf,FC Nasaf,Uzbekistan Super League,Uzbekistan,Qarshi,Markaziy Stadium (Qarshi),38.86056,65.78905,https://www.geonames.org/1216311,geonames_searchJSON,high,False,,uzbekistan__qarshi__099833cd,GeoNames name_equals match; selected 'Qarshi'; admin 'Qashqadaryo'; feature PPLA; population 278300; 3.3 km from trusted local centroid; top-vs-next score margin 65.3; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_navbahor_c6d5cb2a,PFC Navbahor Namangan,PFC Navbahor Namangan,Uzbekistan Super League,Uzbekistan,Namangan,Markaziy Stadium (Namangan),40.9983,71.67257,https://www.geonames.org/1513157,geonames_searchJSON,high,False,,uzbekistan__namangan__99143215,GeoNames name_equals match; selected 'Namangan'; admin 'Namangan'; feature PPLA; population 713220; 6.6 km from trusted local centroid; top-vs-next score margin 186.6; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_nec_nijmegen_5eeb954a,NEC Nijmegen,NEC Nijmegen,Eredivisie,Netherlands,Nijmegen,Stadion de Goffert,51.8425,5.85278,https://www.geonames.org/2750053,geonames_searchJSON,high,False,,netherlands__nijmegen__91e4de62,GeoNames name_equals match; selected 'Nijmegen'; admin 'Gelderland'; feature PPL; population 177359; 2.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_neftchi_0cda2dd5,FC Neftchi Fergana,FC Neftchi Fergana,Uzbekistan Super League,Uzbekistan,Fergana,Istiqlol Stadium,40.38421,71.78432,https://www.geonames.org/1514019,geonames_searchJSON,high,False,,uzbekistan__fergana__0a8092a9,GeoNames name_equals match; selected 'Fergana'; admin 'Farg‘ona viloyati'; feature PPLA; population 299200; 3.0 km from trusted local centroid; top-vs-next score margin 185.4; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_neom_dd0f566d,Neom FC,Neom FC,Saudi Pro League,Saudi Arabia,Tabuk,King Khalid Sports City Stadium,28.3998,36.57151,https://www.geonames.org/101628,geonames_searchJSON,high,False,,saudi-arabia__tabuk__7d4051bd,GeoNames name_equals match; selected 'Tabuk'; admin 'منطقة تبوك'; feature PPLA; population 667000; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_new_england_revolution_d4ef9fc5,New England Revolution,New England Revolution,Major League Soccer,United States,Foxborough,Gillette Stadium,42.06538,-71.24783,https://www.geonames.org/4937222,geonames_searchJSON,high,False,,united-states__foxborough__ed373dee,GeoNames name_equals match; selected 'Foxborough'; admin 'Massachusetts'; feature PPL; population 5625; 3.2 km from trusted local centroid; top-vs-next score margin 91.3; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_new_york_city_fc_d53241ec,New York City FC,New York City FC,Major League Soccer,United States,New York,Yankee Stadium,40.71427,-74.00597,https://www.geonames.org/5128581,geonames_searchJSON,high,False,,united-states__new-york__aed2caf4,GeoNames name_equals match; selected 'New York City'; admin 'New York'; feature PPL; population 8804190; 14.5 km from trusted local centroid; top-vs-next score margin 98.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_newcastle_jets_131175aa,Newcastle Jets FC,Newcastle Jets FC,A-League Men,Australia,Newcastle,Newcastle International Sports Centre,-32.92953,151.7801,https://www.geonames.org/2155472,geonames_searchJSON,high,False,,australia__newcastle__c442928a,GeoNames name_equals match; selected 'Newcastle'; admin 'New South Wales'; feature PPLA2; population 508437; 5.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_newcastle_united_492af7e1,Newcastle United F.C.,Newcastle United F.C.,Premier League,England,Newcastle upon Tyne,St James' Park,54.97328,-1.61396,https://www.geonames.org/2641673,geonames_searchJSON,high,False,Merged aliases/source variants: Newcastle United; Newcastle.,england__newcastle-upon-tyne__d587de55,GeoNames name_equals match; selected 'Newcastle upon Tyne'; admin 'England'; feature PPLA2; population 300125; 0.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_nice_a83a802d,OGC Nice,OGC Nice,Ligue 1,France,Nice,Allianz Riviera,43.70313,7.26608,https://www.geonames.org/2990440,geonames_searchJSON,high,False,,france__nice__0d202f43,GeoNames name_equals match; selected 'Nice'; admin 'Provence-Alpes-Côte d'Azur'; feature PPLA2; population 342669; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_nk_maribor_feb9d4ad,NK Maribor,NK Maribor,Slovenian PrvaLiga,Slovenia,Maribor,Ljudski vrt,46.55583,15.64593,https://www.geonames.org/3195506,geonames_searchJSON,high,False,Merged aliases/source variants: NK Maribor; Maribor.,slovenia__maribor__0809fa4a,GeoNames name_equals match; selected 'Maribor'; admin 'Mestna občina Maribor'; feature PPLA; population 96209; 0.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_nordsjaelland_485bda61,FC Nordsjaelland,FC Nordsjaelland,Danish Superliga,Denmark,Farum,Right to Dream Park,55.80858,12.36066,https://www.geonames.org/2622306,geonames_searchJSON,high,False,,denmark__farum__0840ef46,GeoNames name_equals match; selected 'Farum'; admin 'Region Hovedstaden'; feature PPLA2; population 20312; 0.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_norwich_city_9bfbedcc,Norwich City F.C.,Norwich City F.C.,EFL Championship,England,Norwich,Carrow Road,52.62783,1.29834,https://www.geonames.org/2641181,geonames_searchJSON,high,False,Merged aliases/source variants: Norwich City; Norwich.,england__norwich__bc2bfc9f,GeoNames name_equals match; selected 'Norwich'; admin 'England'; feature PPLA2; population 143135; 1.0 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_nottingham_forest_a950aa00,Nottingham Forest F.C.,Nottingham Forest F.C.,Premier League,England,West Bridgford,City Ground,52.92979,-1.12537,https://www.geonames.org/2634493,geonames_searchJSON,high,False,,england__west-bridgford__ed802bc0,GeoNames name_equals match; selected 'West Bridgford'; admin 'England'; feature PPL; population 48314; 1.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_olimpia_aed7596a,Club Olimpia,Club Olimpia,APF División de Honor,Paraguay,Asunción,Estadio Osvaldo Domínguez Dibb,-25.28207,-57.63539,https://www.geonames.org/3439389,geonames_searchJSON,low,False,,paraguay__asuncion__1d501407,GeoNames name_equals match; selected 'Asunción'; admin 'Asunción'; feature PPLC; population 1482200; 537.9 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Manually changed to current values.
c_olympiacos_41b104a8,Olympiacos F.C.,Olympiacos F.C.,Super League Greece,Greece,Piraeus,Karaiskakis Stadium,37.94203,23.64619,https://www.geonames.org/255274,geonames_searchJSON,high,False,,greece__piraeus__6e60acc5,GeoNames name_equals match; selected 'Piraeus'; admin 'Αττική'; feature PPLA3; population 163688; 1.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_omonia_6a13a5a4,AC Omonia,AC Omonia,Cypriot First Division,Cyprus,Strovolos,GSP Stadium,35.14867,33.33384,https://www.geonames.org/146054,geonames_searchJSON,high,False,,cyprus__strovolos__ba4749df,GeoNames name_equals match; selected 'Stróvolos'; admin 'Επαρχία Λευκωσίας'; feature PPLA2; population 67904; 4.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_orlando_city_33cea553,Orlando City SC,Orlando City SC,Major League Soccer,United States,Orlando,Inter&Co Stadium,28.53834,-81.37924,https://www.geonames.org/4167147,geonames_searchJSON,high,False,,united-states__orlando__e5622f3d,GeoNames name_equals match; selected 'Orlando'; admin 'Florida'; feature PPLA2; population 334854; 1.0 km from trusted local centroid; top-vs-next score margin 92.9; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_orlando_pirates_1c8e17d1,Orlando Pirates,Orlando Pirates,South African Premier Division,South Africa,Orlando,Orlando Stadium,-26.25166,27.92621,https://www.geonames.org/967471,geonames_searchJSON,high,False,,south-africa__orlando__15241068,GeoNames name_equals match; selected 'Orlando'; admin 'IGauteng'; feature PPLX; 2.2 km from trusted local centroid; top-vs-next score margin 117.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_osasuna_f20766a6,CA Osasuna,CA Osasuna,La Liga,Spain,Pamplona,El Sadar Stadium,42.81687,-1.64323,https://www.geonames.org/3114472,geonames_searchJSON,high,False,,spain__pamplona__7a9d21fb,GeoNames name_equals match; selected 'Pamplona'; admin 'Navarra'; feature PPLA; population 208243; 4.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_pachuca_a4c33119,Pachuca,Pachuca,Liga MX,Mexico,Pachuca,Estadio Hidalgo,20.11697,-98.73329,https://www.geonames.org/13417867,geonames_searchJSON,medium,False,,mexico__pachuca__6c122437,GeoNames name_equals match; selected 'Haytic'; admin 'San Luis Potosí'; feature PPL; 165.1 km from trusted local centroid; top-vs-next score margin 19.8; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Manually changed to current values.
c_pafos_0aaaf55f,Pafos,Pafos,Cypriot First Division,Cyprus,Paphos,Pafiako Stadium,34.77679,32.42451,https://www.geonames.org/146214,geonames_searchJSON,high,False,,cyprus__paphos__ed847735,GeoNames name_equals match; selected 'Paphos'; admin 'Επαρχία Πάφου'; feature PPLA; population 35961; 1.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_pakhtakor_52dbbda0,Pakhtakor,Pakhtakor,Uzbekistan Super League,Uzbekistan,Tashkent,Pakhtakor Markaziy Stadium,41.26465,69.21627,https://www.geonames.org/1512569,geonames_searchJSON,high,False,,uzbekistan__tashkent__0b15ae98,GeoNames name_equals match; selected 'Tashkent'; admin 'Toshkent Shahri'; feature PPLC; population 1978028; 6.7 km from trusted local centroid; top-vs-next score margin 69.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_palmeiras_a7b8813c,SE Palmeiras,SE Palmeiras,Campeonato Brasileiro Série A,Brazil,São Paulo,Nubank Parque,-23.5475,-46.63611,https://www.geonames.org/3448439,geonames_searchJSON,high,False,,brazil__sao-paulo__030406e0,GeoNames name_equals match; selected 'São Paulo'; admin 'São Paulo'; feature PPLA; population 12400232; 6.2 km from trusted local centroid; top-vs-next score margin 102.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_panathinaikos_36cb748c,Panathinaikos F.C.,Panathinaikos F.C.,Super League Greece,Greece,Athens,Olympic Stadium (Athens),37.98376,23.72784,https://www.geonames.org/264371,geonames_searchJSON,high,False,,greece__athens__065bc95a,GeoNames name_equals match; selected 'Athens'; admin 'Αττική'; feature PPLC; population 664046; 2.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_paok_d88141c2,PAOK FC,PAOK FC,Super League Greece,Greece,Thessaloniki,Toumba Stadium,40.64072,22.93493,https://www.geonames.org/734077,geonames_searchJSON,high,False,Merged aliases/source variants: PAOK; PAOK Salonika.,greece__thessaloniki__3b58e90b,GeoNames name_equals match; selected 'Thessaloníki'; admin 'Κεντρική Μακεδονία'; feature PPLA; population 317778; 4.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
