club_id,club_name,club_name_ascii,qid,search_query,search_rank,search_label,search_description,wikidata_id,detail_status,wikidata_url,wikidata_label,wikidata_description,instance_of,country,league,stadium_wikidata_id,stadium,city,stadium_lat,stadium_lon,club_lat,club_lon,wikipedia_url,candidate_score
c_lens_d18e9fd2,Lens,Lens,Q191843,Lens,7,R.C. Lens,French association football club,Q191843,ok,https://www.wikidata.org/wiki/Q191843,R.C. Lens,French association football club,association football club,France,Ligue 1,Q854122,Stade Bollaert-Delelis,Lens,50.4329,2.81491,,,https://en.wikipedia.org/wiki/RC_Lens,96
c_lens_d18e9fd2,Lens,Lens,Q148983,Lens,3,Lens,genus of plants,Q148983,ok,https://www.wikidata.org/wiki/Q148983,Lens,genus of plants,taxon,,,,,,,,,,https://en.wikipedia.org/wiki/Lens_(plant),80
c_lens_d18e9fd2,Lens,Lens,Q16816200,Lens,5,Lens,family name,Q16816200,ok,https://www.wikidata.org/wiki/Q16816200,Lens,family name,family name,,,,,,,,,,https://en.wikipedia.org/wiki/Lens_(surname),78
c_lens_d18e9fd2,Lens,Lens,Q146701,Lens,6,lens,transparent structure in the eye,Q146701,ok,https://www.wikidata.org/wiki/Q146701,lens,transparent structure in the eye,class of anatomical entity,,,,,,,,,,https://en.wikipedia.org/wiki/Lens_(vertebrate_anatomy),77
c_lens_d18e9fd2,Lens,Lens,Q768575,Lens,8,lens,optical device which transmits and refracts light,Q768575,ok,https://www.wikidata.org/wiki/Q768575,lens,optical device which transmits and refracts light,,,,,,,,,,,https://en.wikipedia.org/wiki/Lens,75
c_lens_d18e9fd2,Lens,Lens,Q124024486,Lens,9,Lens,genus of molluscs,Q124024486,ok,https://www.wikidata.org/wiki/Q124024486,Lens,genus of molluscs,taxon,,,,,,,,,,,70
c_lens_d18e9fd2,Lens,Lens,Q165271,Lens,1,Lens,"commune in Pas-de-Calais, France",Q165271,ok,https://www.wikidata.org/wiki/Q165271,Lens,"commune in Pas-de-Calais, France",commune of France,France,,,,,,,50.431388888,2.8325,"https://en.wikipedia.org/wiki/Lens,_Pas-de-Calais",69
c_lens_d18e9fd2,Lens,Lens,Q70361,Lens,2,Lens,"municipality in the canton of Valais, Switzerland",Q70361,ok,https://www.wikidata.org/wiki/Q70361,Lens,"municipality in the canton of Valais, Switzerland",Municipality of Switzerland,Switzerland,,,,,,,46.280555555,7.447222222,"https://en.wikipedia.org/wiki/Lens,_Switzerland",68
c_lens_d18e9fd2,Lens,Lens,Q667158,Lens,10,Lens,"municipality in Wallonia, Belgium",Q667158,ok,https://www.wikidata.org/wiki/Q667158,Lens,"municipality in Wallonia, Belgium",municipality of Belgium,Belgium,,,,,,,50.55,3.9,"https://en.wikipedia.org/wiki/Lens,_Belgium",62
c_lens_d18e9fd2,Lens,Lens,Q131226,Lens,4,Lens culinaris,species of plant,Q131226,ok,https://www.wikidata.org/wiki/Q131226,Lens culinaris,species of plant,taxon,,,,,,,,,,https://en.wikipedia.org/wiki/Lentil,29
c_leon_e09d3468,León,Leon,Q4258715,Leon,5,Leon,family name,Q4258715,ok,https://www.wikidata.org/wiki/Q4258715,Leon,family name,family name,,,,,,,,,,https://en.wikipedia.org/wiki/Leon_(surname),78
c_leon_e09d3468,León,Leon,Q15699,León,1,León,"municipality in Castile and León, Spain",Q15699,ok,https://www.wikidata.org/wiki/Q15699,León,"municipality in Castile and León, Spain",municipality of Spain,Spain,,,,,,,42.598888888,-5.566944444,"https://en.wikipedia.org/wiki/Le%C3%B3n,_Spain",69
c_leon_e09d3468,León,Leon,Q208151,León,3,León,"colonial city and capital of León Department, Nicaragua",Q208151,ok,https://www.wikidata.org/wiki/Q208151,León,"colonial city and capital of León Department, Nicaragua",municipality of Nicaragua,Nicaragua,,,,,,,12.434825,-86.878833333,"https://en.wikipedia.org/wiki/Le%C3%B3n,_Nicaragua",67
c_leon_e09d3468,León,Leon,Q37080,Leon,1,Leon,male given name,Q37080,ok,https://www.wikidata.org/wiki/Q37080,Leon,male given name,male given name,,,,,,,,,,https://en.wikipedia.org/wiki/Leon_(given_name),62
c_leon_e09d3468,León,Leon,Q274987,Leon,9,Leon,municipality of the Philippines in the province of Iloilo,Q274987,ok,https://www.wikidata.org/wiki/Q274987,Leon,municipality of the Philippines in the province of Iloilo,municipality of the Philippines,Philippines,,,,,,,10.78085,122.3894,"https://en.wikipedia.org/wiki/Leon,_Iloilo",62
c_leon_e09d3468,León,Leon,Q23995893,León,9,León,"Spanish city, capital of the homonymous municipality in Castilla y León, Spain",Q23995893,ok,https://www.wikidata.org/wiki/Q23995893,León,"Spanish city, capital of the homonymous municipality in Castilla y León, Spain",city,Spain,,,,,,,42.59912097,-5.56707631,,57
c_leon_e09d3468,León,Leon,Q17781870,Leon,3,Léon,male given name,Q17781870,ok,https://www.wikidata.org/wiki/Q17781870,Léon,male given name,male given name,,,,,,,,,,,55
c_leon_e09d3468,León,Leon,Q20000925,León,7,León,male given name,Q20000925,ok,https://www.wikidata.org/wiki/Q20000925,León,male given name,male given name,,,,,,,,,,,51
c_leon_e09d3468,León,Leon,Q8853,Leon,4,Leo,zodiac constellation passing through the celestial equator,Q8853,ok,https://www.wikidata.org/wiki/Q8853,Leo,zodiac constellation passing through the celestial equator,constellation,,,,,,,,,,https://en.wikipedia.org/wiki/Leo_(constellation),48
c_leon_e09d3468,León,Leon,Q586818,León,5,León Department,department in western Nicaragua,Q586818,ok,https://www.wikidata.org/wiki/Q586818,León Department,department in western Nicaragua,department of Nicaragua,Nicaragua,,,,,,,12.434825,-86.878833333,https://en.wikipedia.org/wiki/Le%C3%B3n_Department,34
c_leon_e09d3468,León,Leon,Q948418,Leon,8,Leonard,male given name,Q948418,ok,https://www.wikidata.org/wiki/Q948418,Leonard,male given name,male given name,,,,,,,,,,https://en.wikipedia.org/wiki/Leonard,18
c_leon_e09d3468,León,Leon,Q71140,León,10,León Province,"province of Castile and León, Spain",Q71140,ok,https://www.wikidata.org/wiki/Q71140,León Province,"province of Castile and León, Spain",province of Spain,Spain,,,,,,,42.620046,-5.8406603,https://en.wikipedia.org/wiki/Province_of_Le%C3%B3n,13
c_levante_1173db37,Levante,Levante,Q8823,Levante,1,Levante UD,Spanish football club,Q8823,ok,https://www.wikidata.org/wiki/Q8823,Levante UD,Spanish football club,association football club,Spain,La Liga,Q1122715,Estadi Ciutat de València,Valencia,39.494722,-0.364167,,,https://en.wikipedia.org/wiki/Levante_UD,100
c_levante_1173db37,Levante,Levante,Q753394,Levante football club,2,Levante FC,"was a football club in Valencia, Spain. It was a predecessor of current Levante UD",Q753394,ok,https://www.wikidata.org/wiki/Q753394,Levante FC,"was a football club in Valencia, Spain. It was a predecessor of current Levante UD",association football club,Spain,,,,,,,,,https://en.wikipedia.org/wiki/Levante_FC,100
c_levante_1173db37,Levante,Levante,Q857294,Levante,5,Levante,eastern Iberian coastal region of Spain,Q857294,ok,https://www.wikidata.org/wiki/Q857294,Levante,eastern Iberian coastal region of Spain,coast,Spain,,,,,,,,,"https://en.wikipedia.org/wiki/Levante,_Spain",78
c_levante_1173db37,Levante,Levante,Q97990825,Levante,2,Levante,"cargo ship built in 1939, scrapped in 1967",Q97990825,ok,https://www.wikidata.org/wiki/Q97990825,Levante,"cargo ship built in 1939, scrapped in 1967",general cargo ship,,,,,,,,,,,76
c_levante_1173db37,Levante,Levante,Q3831268,Levante,8,Levante,Italian marketer and manufacturer of hosiery,Q3831268,ok,https://www.wikidata.org/wiki/Q3831268,Levante,Italian marketer and manufacturer of hosiery,business,Italy,,,,,,,,,https://en.wikipedia.org/wiki/Levante_(hosiery),75
c_levante_1173db37,Levante,Levante,Q15825741,Levante,6,Levante,1994 ship,Q15825741,ok,https://www.wikidata.org/wiki/Q15825741,Levante,1994 ship,multi-purpose vessel,,,,,,,,,,,72
c_levante_1173db37,Levante,Levante,Q19310473,Levante,3,Levante,Italian singer-songwriter and writer,Q19310473,ok,https://www.wikidata.org/wiki/Q19310473,Levante,Italian singer-songwriter and writer,human,,,,,,,,,,https://en.wikipedia.org/wiki/Levante_(singer),60
c_levante_1173db37,Levante,Levante,Q1999224,Levante,7,Levante-EMV,"daily newspaper from Valencia, Spain",Q1999224,ok,https://www.wikidata.org/wiki/Q1999224,Levante-EMV,"daily newspaper from Valencia, Spain",daily newspaper,Spain,,,,,,,,,https://en.wikipedia.org/wiki/Levante-EMV,41
c_levante_1173db37,Levante,Levante,Q18987802,Levante,9,Levante Jet,roll-on/roll-off ship built in 2015,Q18987802,ok,https://www.wikidata.org/wiki/Q18987802,Levante Jet,roll-on/roll-off ship built in 2015,roll-on/roll-off ship,,,,,,,,,,https://en.wikipedia.org/wiki/HSC_Levante_Jet,40
c_levante_1173db37,Levante,Levante,Q684,Levante,4,east,one of the four cardinal directions,Q684,ok,https://www.wikidata.org/wiki/Q684,east,one of the four cardinal directions,cardinal direction,,,,,,,,,,https://en.wikipedia.org/wiki/East,34
c_levante_1173db37,Levante,Levante,Q6530828,Levante,10,Leslie George Cole,Australian magician,Q6530828,ok,https://www.wikidata.org/wiki/Q6530828,Leslie George Cole,Australian magician,human,,,,,,,,,,https://en.wikipedia.org/wiki/Leslie_George_Cole,0
c_lille_5e95484f,Lille,Lille,Q19516,Lille,3,Lille OSC,"association football club in Lille, France",Q19516,ok,https://www.wikidata.org/wiki/Q19516,Lille OSC,"association football club in Lille, France",association football club,France,Ligue 1,Q1410402,Pierre Mauroy Stadium,Villeneuve-d'Ascq,50.611962,3.130631,,,https://en.wikipedia.org/wiki/Lille_OSC,100
c_lille_5e95484f,Lille,Lille,Q28318437,Lille,2,Lille,family name,Q28318437,ok,https://www.wikidata.org/wiki/Q28318437,Lille,family name,family name,,,,,,,,,,,76
c_lille_5e95484f,Lille,Lille,Q648,Lille,1,Lille,"city and commune in Nord, Hauts-de-France, Northern France",Q648,ok,https://www.wikidata.org/wiki/Q648,Lille,"city and commune in Nord, Hauts-de-France, Northern France",commune of France,France,,,,,,,50.631944444,3.0575,https://en.wikipedia.org/wiki/Lille,69
c_lille_5e95484f,Lille,Lille,Q725235,Lille,5,Lille,"municipality in Antwerp, Belgium",Q725235,ok,https://www.wikidata.org/wiki/Q725235,Lille,"municipality in Antwerp, Belgium",municipality of Belgium,Belgium,,,,,,,51.238333333,4.824166666,"https://en.wikipedia.org/wiki/Lille,_Belgium",65
c_lille_5e95484f,Lille,Lille,Q383388,Lille,6,Lillers,"commune in Pas-de-Calais, France",Q383388,ok,https://www.wikidata.org/wiki/Q383388,Lillers,"commune in Pas-de-Calais, France",commune of France,France,,,,,,,50.563611111,2.481944444,https://en.wikipedia.org/wiki/Lillers,32
c_lille_5e95484f,Lille,Lille,Q837563,Lille,7,Lillebonne,"commune in Seine-Maritime, France",Q837563,ok,https://www.wikidata.org/wiki/Q837563,Lillebonne,"commune in Seine-Maritime, France",commune of France,France,,,,,,,49.520833333,0.5375,https://en.wikipedia.org/wiki/Lillebonne,23
c_lille_5e95484f,Lille,Lille,Q9663,Lille,8,1994 Winter Olympics,"17th edition of Winter Olympics, in Lillehammer, Norway",Q9663,ok,https://www.wikidata.org/wiki/Q9663,1994 Winter Olympics,"17th edition of Winter Olympics, in Lillehammer, Norway",Winter Olympic Games edition,Norway,,,,,,,61.125,10.487222,https://en.wikipedia.org/wiki/1994_Winter_Olympics,19
c_lille_5e95484f,Lille,Lille,Q27711905,Lille,10,Lille medical : journal de la Faculte de medecine et de pharmacie de l'Universite de Lille,journal,Q27711905,ok,https://www.wikidata.org/wiki/Q27711905,Lille medical : journal de la Faculte de medecine et de pharmacie de l'Universite de Lille,journal,scientific journal,,,,,,,,,,,5
c_lille_5e95484f,Lille,Lille,Q27975838,Lille,9,Alice Weidel,"German politician (born 1979), AfD",Q27975838,ok,https://www.wikidata.org/wiki/Q27975838,Alice Weidel,"German politician (born 1979), AfD",human,,,,,,,,,,https://en.wikipedia.org/wiki/Alice_Weidel,1
c_lille_5e95484f,Lille,Lille,Q17447609,Lille,4,Lidija Bačić,Croatian singer,Q17447609,ok,https://www.wikidata.org/wiki/Q17447609,Lidija Bačić,Croatian singer,human,,,,,,,,,,https://en.wikipedia.org/wiki/Lidija_Ba%C4%8Di%C4%87,0
c_liverpool_53dacc53,Liverpool,Liverpool,Q1130849,Liverpool football club,1,Liverpool F.C.,"association football club in Liverpool, England",Q1130849,ok,https://www.wikidata.org/wiki/Q1130849,Liverpool F.C.,"association football club in Liverpool, England",association football club,United Kingdom,Premier League,Q45671,Anfield,Liverpool,53.430833333,-2.960833333,,,https://en.wikipedia.org/wiki/Liverpool_F.C.,100
c_liverpool_53dacc53,Liverpool,Liverpool,Q1131189,Liverpool,4,Liverpool F.C. (Montevideo),"football club in Montevideo, Uruguay",Q1131189,ok,https://www.wikidata.org/wiki/Q1131189,Liverpool F.C. (Montevideo),"football club in Montevideo, Uruguay",association football club,Uruguay,Uruguayan Primera División,Q577232,Belvedere Stadium,Montevideo Department,-34.854922,-56.225689,,,https://en.wikipedia.org/wiki/Liverpool_F.C._(Montevideo),97
c_liverpool_53dacc53,Liverpool,Liverpool,Q588085,Liverpool football club,3,Liverpool F.C. Women,"association football club in Liverpool, England",Q588085,ok,https://www.wikidata.org/wiki/Q588085,Liverpool F.C. Women,"association football club in Liverpool, England",women's association football team,United Kingdom,Women's Super League,Q610481,BrewDog Stadium,St Helens,53.447631,-2.727614,,,https://en.wikipedia.org/wiki/Liverpool_F.C._Women,94
c_liverpool_53dacc53,Liverpool,Liverpool,Q3227602,Liverpool,8,Liverpool,"suburb of Sydney, New South Wales, Australia",Q3227602,ok,https://www.wikidata.org/wiki/Q3227602,Liverpool,"suburb of Sydney, New South Wales, Australia",suburb,Australia,,,,,,,-33.923055555,150.915,"https://en.wikipedia.org/wiki/Liverpool,_New_South_Wales",82
c_liverpool_53dacc53,Liverpool,Liverpool,Q3835510,Liverpool,5,Liverpool,1992 video game,Q3835510,ok,https://www.wikidata.org/wiki/Q3835510,Liverpool,1992 video game,video game,,,,,,,,,,https://en.wikipedia.org/wiki/Liverpool_(video_game),78
c_liverpool_53dacc53,Liverpool,Liverpool,Q37502389,Liverpool,7,Liverpool,family name,Q37502389,ok,https://www.wikidata.org/wiki/Q37502389,Liverpool,family name,family name,,,,,,,,,,,71
c_liverpool_53dacc53,Liverpool,Liverpool,Q24826,Liverpool,1,Liverpool,"city in Merseyside, England, United Kingdom",Q24826,ok,https://www.wikidata.org/wiki/Q24826,Liverpool,"city in Merseyside, England, United Kingdom",city,United Kingdom,,,,,,,53.407222222,-2.991666666,https://en.wikipedia.org/wiki/Liverpool,69
c_liverpool_53dacc53,Liverpool,Liverpool,Q5355602,Liverpool,3,Liverpool,"state electoral district of New South Wales, Australia",Q5355602,ok,https://www.wikidata.org/wiki/Q5355602,Liverpool,"state electoral district of New South Wales, Australia",electoral district of New South Wales,Australia,,,,,,,-33.92006,150.92344,https://en.wikipedia.org/wiki/Electoral_district_of_Liverpool,67
c_liverpool_53dacc53,Liverpool,Liverpool,Q3257128,Liverpool football club,2,Liverpool St Helens F.C.,rugby team,Q3257128,ok,https://www.wikidata.org/wiki/Q3257128,Liverpool St Helens F.C.,rugby team,rugby union team,United Kingdom,Counties 1 ADM Lancashire & Cheshire,,,,,,53.470838888,-2.778952777,https://en.wikipedia.org/wiki/Liverpool_St_Helens_F.C.,62
c_liverpool_53dacc53,Liverpool,Liverpool,Q54554086,Liverpool football club,4,2018–19 Liverpool F.C. season,season of football team,Q54554086,ok,https://www.wikidata.org/wiki/Q54554086,2018–19 Liverpool F.C. season,season of football team,association football team season,United Kingdom,,,,,,,,,https://en.wikipedia.org/wiki/2018%E2%80%9319_Liverpool_F.C._season,61
c_liverpool_53dacc53,Liverpool,Liverpool,Q13108085,Liverpool football club,5,2013–14 Liverpool F.C. season,season of football team,Q13108085,ok,https://www.wikidata.org/wiki/Q13108085,2013–14 Liverpool F.C. season,season of football team,association football team season,United Kingdom,,,,,,,,,https://en.wikipedia.org/wiki/2013%E2%80%9314_Liverpool_F.C._season,60
c_liverpool_53dacc53,Liverpool,Liverpool,Q21665571,Liverpool,6,Liverpool,"local government district in Merseyside, England, UK",Q21665571,ok,https://www.wikidata.org/wiki/Q21665571,Liverpool,"local government district in Merseyside, England, UK",municipal borough,United Kingdom,,,,,,,53.41667,-2.91667,,59
c_liverpool_53dacc53,Liverpool,Liverpool,Q64605994,Liverpool football club,6,2019–20 Liverpool F.C. season,season of football team,Q64605994,ok,https://www.wikidata.org/wiki/Q64605994,2019–20 Liverpool F.C. season,season of football team,association football team season,United Kingdom,,,,,,,,,https://en.wikipedia.org/wiki/2019%E2%80%9320_Liverpool_F.C._season,59
c_liverpool_53dacc53,Liverpool,Liverpool,Q458655,Liverpool football club,7,2009–10 Liverpool F.C. season,season of football team,Q458655,ok,https://www.wikidata.org/wiki/Q458655,2009–10 Liverpool F.C. season,season of football team,association football team season,United Kingdom,,,,,,,,,https://en.wikipedia.org/wiki/2009%E2%80%9310_Liverpool_F.C._season,58
c_liverpool_53dacc53,Liverpool,Liverpool,Q458667,Liverpool football club,8,2012–13 Liverpool F.C. season,season of football team,Q458667,ok,https://www.wikidata.org/wiki/Q458667,2012–13 Liverpool F.C. season,season of football team,association football team season,United Kingdom,,,,,,,,,https://en.wikipedia.org/wiki/2012%E2%80%9313_Liverpool_F.C._season,57
c_liverpool_53dacc53,Liverpool,Liverpool,Q3465885,Liverpool football club,9,2000–01 Liverpool F.C. season,season of football team,Q3465885,ok,https://www.wikidata.org/wiki/Q3465885,2000–01 Liverpool F.C. season,season of football team,association football team season,United Kingdom,,,,,,,,,https://en.wikipedia.org/wiki/2000%E2%80%9301_Liverpool_F.C._season,57
c_liverpool_53dacc53,Liverpool,Liverpool,Q4599517,Liverpool football club,10,2001–02 Liverpool F.C. season,season of football team,Q4599517,ok,https://www.wikidata.org/wiki/Q4599517,2001–02 Liverpool F.C. season,season of football team,association football team season,United Kingdom,,,,,,,,,https://en.wikipedia.org/wiki/2001%E2%80%9302_Liverpool_F.C._season,57
c_liverpool_53dacc53,Liverpool,Liverpool,Q1309863,Liverpool,9,City of Liverpool,"local government area in New South Wales, Australia",Q1309863,ok,https://www.wikidata.org/wiki/Q1309863,City of Liverpool,"local government area in New South Wales, Australia",local government area of New South Wales,Australia,,,,,,,-33.933333333,150.916666666,https://en.wikipedia.org/wiki/City_of_Liverpool_(New_South_Wales),23
c_liverpool_53dacc53,Liverpool,Liverpool,Q499510,Liverpool,10,University of Liverpool,"University in Liverpool, United Kingdom",Q499510,ok,https://www.wikidata.org/wiki/Q499510,University of Liverpool,"University in Liverpool, United Kingdom",public university,United Kingdom,,,,,,,53.406,-2.967,https://en.wikipedia.org/wiki/University_of_Liverpool,17
c_lokomotiv_moscow_d1e0d051,Lokomotiv Moscow,Lokomotiv Moscow,Q29115,Lokomotiv Moscow,1,FC Lokomotiv Moscow,"association football club in Moscow, Russia",Q29115,ok,https://www.wikidata.org/wiki/Q29115,FC Lokomotiv Moscow,"association football club in Moscow, Russia",association football club,Russia,Russian Premier League,Q595937,RZD Arena,Preobrazhenskoye District,55.80355,37.741169,,,https://en.wikipedia.org/wiki/FC_Lokomotiv_Moscow,100
c_lokomotiv_moscow_d1e0d051,Lokomotiv Moscow,Lokomotiv Moscow,Q123746850,Lokomotiv Moscow,3,"Lokomotiv Moscow v Chelsea, 1 August 2008",,Q123746850,ok,https://www.wikidata.org/wiki/Q123746850,"Lokomotiv Moscow v Chelsea, 1 August 2008",,association football match,,,,,,,,,,,43
c_lokomotiv_moscow_d1e0d051,Lokomotiv Moscow,Lokomotiv Moscow,Q123746849,Lokomotiv Moscow,2,"Lokomotiv Moscow v Atlético de Madrid, 1 October 2019",,Q123746849,ok,https://www.wikidata.org/wiki/Q123746849,"Lokomotiv Moscow v Atlético de Madrid, 1 October 2019",,association football match,,,,,,,,,,,39
c_lokomotiv_moscow_d1e0d051,Lokomotiv Moscow,Lokomotiv Moscow,Q123746848,Lokomotiv Moscow,4,Lokomotiv Moscow VS. Spartak Moscow 4 March 2018,,Q123746848,ok,https://www.wikidata.org/wiki/Q123746848,Lokomotiv Moscow VS. Spartak Moscow 4 March 2018,,association football match,,,,,,,,,,,39
c_lokomotiv_moscow_d1e0d051,Lokomotiv Moscow,Lokomotiv Moscow,Q123746851,Lokomotiv Moscow,5,"Lokomotiv Moscow v Juventus, 6 November 2019",,Q123746851,ok,https://www.wikidata.org/wiki/Q123746851,"Lokomotiv Moscow v Juventus, 6 November 2019",,association football match,,,,,,,,,,,39
c_lokomotiv_moscow_d1e0d051,Lokomotiv Moscow,Lokomotiv Moscow,Q123746847,Lokomotiv Moscow,6,Lokomotiv Moscow VS. Spartak Moscow 4 August 2018,,Q123746847,ok,https://www.wikidata.org/wiki/Q123746847,Lokomotiv Moscow VS. Spartak Moscow 4 August 2018,,association football match,,,,,,,,,,,36
c_lokomotiva_zagreb_5ede067f,Lokomotiva Zagreb,Lokomotiva Zagreb,Q959086,Lokomotiva Zagreb,3,NK Lokomotiva,"association football club in Zagreb, Croatia",Q959086,ok,https://www.wikidata.org/wiki/Q959086,NK Lokomotiva,"association football club in Zagreb, Croatia",association football club,Croatia,Croatian Football League,Q723603,Stadion Maksimir,Maksimir,45.818858333,16.018077777,,,https://en.wikipedia.org/wiki/NK_Lokomotiva_Zagreb,100
c_lokomotiva_zagreb_5ede067f,Lokomotiva Zagreb,Lokomotiva Zagreb,Q65134006,Lokomotiva Zagreb,2,RK Lokomotiva Zagreb,Croatian sports club,Q65134006,ok,https://www.wikidata.org/wiki/Q65134006,RK Lokomotiva Zagreb,Croatian sports club,sports club,Croatia,,,,,,,,,,74
c_lokomotiva_zagreb_5ede067f,Lokomotiva Zagreb,Lokomotiva Zagreb,Q3449286,Lokomotiva Zagreb,1,RK Lokomotiva Zagreb,"handball club in Zagreb, Croatia",Q3449286,ok,https://www.wikidata.org/wiki/Q3449286,RK Lokomotiva Zagreb,"handball club in Zagreb, Croatia",handball team,Croatia,,,,,,,,,https://en.wikipedia.org/wiki/RK_Lokomotiva_Zagreb,68
c_lorient_1d133ad3,Lorient,Lorient,Q105764974,Lorient,7,Lorient,ship built in 2009,Q105764974,ok,https://www.wikidata.org/wiki/Q105764974,Lorient,ship built in 2009,ship,,,,,,,,,,,71
c_lorient_1d133ad3,Lorient,Lorient,Q71724,Lorient,1,Lorient,"commune in Morbihan, France",Q71724,ok,https://www.wikidata.org/wiki/Q71724,Lorient,"commune in Morbihan, France",commune of France,France,,,,,,,47.745833333,-3.366388888,https://en.wikipedia.org/wiki/Lorient,69
c_lorient_1d133ad3,Lorient,Lorient,Q6681195,Lorient,3,Lorient,quartier of Saint Barthélemy,Q6681195,ok,https://www.wikidata.org/wiki/Q6681195,Lorient,quartier of Saint Barthélemy,human settlement,France,,,,,,,17.9072,-62.8206,"https://en.wikipedia.org/wiki/Lorient,_Saint_Barth%C3%A9lemy",67
c_lorient_1d133ad3,Lorient,Lorient,Q64538768,Lorient,2,Lorient,male given name,Q64538768,ok,https://www.wikidata.org/wiki/Q64538768,Lorient,male given name,male given name,,,,,,,,,,,56
c_lorient_1d133ad3,Lorient,Lorient,Q1121760,Lorient,6,Roazhon Park,"football stadium in Rennes, France",Q1121760,ok,https://www.wikidata.org/wiki/Q1121760,Roazhon Park,"football stadium in Rennes, France",sports venue,France,,,,,,,48.10743,-1.71282,https://en.wikipedia.org/wiki/Roazhon_Park,38
c_lorient_1d133ad3,Lorient,Lorient,Q3259565,Lorient,5,Lorient Agglomeration,"communauté d'agglomération in Brittany, France",Q3259565,ok,https://www.wikidata.org/wiki/Q3259565,Lorient Agglomeration,"communauté d'agglomération in Brittany, France",public institution of intermunicipal cooperation with own taxation,France,,,,,,,,,https://en.wikipedia.org/wiki/Lorient_Agglom%C3%A9ration,30
c_lorient_1d133ad3,Lorient,Lorient,Q46009975,Lorient,10,Lorient municipal archives,"archives in Lorient, France",Q46009975,ok,https://www.wikidata.org/wiki/Q46009975,Lorient municipal archives,"archives in Lorient, France",municipal archive,France,,,,,,,47.745866666,-3.355638888,,26
c_lorient_1d133ad3,Lorient,Lorient,Q46927360,Lorient,9,Kerentrech cemetery,"cemetery located in Morbihan, in France",Q46927360,ok,https://www.wikidata.org/wiki/Q46927360,Kerentrech cemetery,"cemetery located in Morbihan, in France",cemetery,France,,,,,,,47.75213,-3.37338,,21
c_lorient_1d133ad3,Lorient,Lorient,Q1431937,Lorient,8,Lorient South Brittany Airport,French airport,Q1431937,ok,https://www.wikidata.org/wiki/Q1431937,Lorient South Brittany Airport,French airport,airport,France,,,,,,,47.760555555,-3.44,https://en.wikipedia.org/wiki/Lorient_South_Brittany_Airport,9
c_lorient_1d133ad3,Lorient,Lorient,Q17590,Lorient,4,Lawrence of Rome,"Christian saint, martyr and a deacon of Rome (225-258)",Q17590,ok,https://www.wikidata.org/wiki/Q17590,Lawrence of Rome,"Christian saint, martyr and a deacon of Rome (225-258)",human,,,,,,,,,,https://en.wikipedia.org/wiki/Saint_Lawrence,5
c_ludogorets_razgrad_596a7c7c,Ludogorets Razgrad,Ludogorets Razgrad,Q1339086,Ludogorets Razgrad,1,PFC Ludogorets 1945,Bulgarian professional association football club based in Razgrad,Q1339086,ok,https://www.wikidata.org/wiki/Q1339086,PFC Ludogorets 1945,Bulgarian professional association football club based in Razgrad,association football club,Bulgaria,First Professional Football League,Q3625171,Huvepharma Arena,Razgrad,43.53361111,26.5275,,,https://en.wikipedia.org/wiki/PFC_Ludogorets_Razgrad,99
c_lugano_b8a83086,Lugano,Lugano,Q633521,Lugano football club,1,FC Lugano,Swiss football club based in Lugano,Q633521,ok,https://www.wikidata.org/wiki/Q633521,FC Lugano,Swiss football club based in Lugano,association football club,Switzerland,Swiss Super League,Q140038602,Q140038602,Canton of Ticino,46.0230878,8.9601204,,,https://en.wikipedia.org/wiki/FC_Lugano,100
c_lugano_b8a83086,Lugano,Lugano,Q115300355,Lugano,7,Lugano,family name,Q115300355,ok,https://www.wikidata.org/wiki/Q115300355,Lugano,family name,family name,,,,,,,,,,,71
c_lugano_b8a83086,Lugano,Lugano,Q83654751,Lugano,9,Lugano,bulk carrier launched in 2003,Q83654751,ok,https://www.wikidata.org/wiki/Q83654751,Lugano,bulk carrier launched in 2003,bulk carrier,,,,,,,,,,,70
c_lugano_b8a83086,Lugano,Lugano,Q7024,Lugano,1,Lugano,"city in the canton of Ticino, Switzerland",Q7024,ok,https://www.wikidata.org/wiki/Q7024,Lugano,"city in the canton of Ticino, Switzerland",city,Switzerland,,,,,,,46.010277777,8.9625,https://en.wikipedia.org/wiki/Lugano,69
c_lugano_b8a83086,Lugano,Lugano,Q14418,Lugano,2,Lake Lugano,lake in Switzerland and Italy,Q14418,ok,https://www.wikidata.org/wiki/Q14418,Lake Lugano,lake in Switzerland and Italy,lake,Italy,,,,,,,46.0,9.0,https://en.wikipedia.org/wiki/Lake_Lugano,50
c_lugano_b8a83086,Lugano,Lugano,Q146166,Lugano,4,1936 Lugano,asteroid,Q146166,ok,https://www.wikidata.org/wiki/Q146166,Q146166,asteroid,asteroid,,,,,,,,,,https://en.wikipedia.org/wiki/1936_Lugano,41
c_lugano_b8a83086,Lugano,Lugano,Q692422,Lugano,5,Canton of Lugano,canton of the Helvetic Republic,Q692422,ok,https://www.wikidata.org/wiki/Q692422,Canton of Lugano,canton of the Helvetic Republic,canton of the Helvetic Republic,Helvetic Republic,,,,,,,45.999943,8.950081,https://en.wikipedia.org/wiki/Canton_of_Lugano,40
c_lugano_b8a83086,Lugano,Lugano,Q1286092,Lugano,10,Luganoiidae,family of fishes,Q1286092,ok,https://www.wikidata.org/wiki/Q1286092,Luganoiidae,family of fishes,fossil taxon,,,,,,,,,,https://en.wikipedia.org/wiki/Luganoiidae,37
