club_id,wikidata_id,club_name,club_name_ascii,country,league,city,stadium,club_lat,club_lon,club_source_url,geo_source,manual_review_flag,notes,Unnamed: 14,Unnamed: 15,Unnamed: 16,player_count,candidate_score,search_query,search_rank,search_label,search_description,wikidata_url,wikidata_label,wikidata_description,instance_of,stadium_wikidata_id,stadium_lat,stadium_lon,wikipedia_url,detail_status,match_status,review_reason,coordinate_basis,geo_source_url,proposed_club_lat,proposed_club_lon,approved_wikidata_id,approved_stadium,approved_lat,approved_lon,approved_geo_source_url,manual_notes
c_mamelodi_sundowns_5ad1de31,Q784965,Mamelodi Sundowns,Mamelodi Sundowns,South Africa,South African Premier Division,Pretoria,Loftus Versfeld Stadium,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,9,100,Mamelodi Sundowns,1,Mamelodi Sundowns F.C.,association football club in South Africa,https://www.wikidata.org/wiki/Q784965,Mamelodi Sundowns F.C.,association football club in South Africa,association football club,Q181398,-25.753189,28.223014,https://en.wikipedia.org/wiki/Mamelodi_Sundowns_F.C.,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q181398,-25.753189,28.223014,,,,,,
c_manchester_city_446c8158,Q50602,Manchester City,Manchester City,United Kingdom,Premier League,Manchester,Etihad Stadium,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,19,100,Manchester City,1,Manchester City F.C.,"association football club in Manchester, England",https://www.wikidata.org/wiki/Q50602,Manchester City F.C.,"association football club in Manchester, England",association football club,Q48159,53.483055555,-2.200277777,https://en.wikipedia.org/wiki/Manchester_City_F.C.,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q48159,53.483055555,-2.200277777,,,,,,
c_manchester_united_f05b841f,Q18656,Manchester United,Manchester United,United Kingdom,Premier League,Trafford,Old Trafford,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6. Merged Man United + Manchester United,,,,12,100,Manchester United,1,Manchester United F.C.,"association football club in Manchester, England",https://www.wikidata.org/wiki/Q18656,Manchester United F.C.,"association football club in Manchester, England",association football club,Q83457,53.463055555,-2.291388888,https://en.wikipedia.org/wiki/Manchester_United_F.C.,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q83457,53.463055555,-2.291388888,,,,,,
c_marathon_947eb4c4,Q40244,Marathón,Marathon,,,,,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,82,Marathón,1,marathon,long-distance running event with an official distance of 42.195 km,https://www.wikidata.org/wiki/Q40244,marathon,long-distance running event with an official distance of 42.195 km,sports discipline,,,,https://en.wikipedia.org/wiki/Marathon,ok,candidate_no_coordinates,"Candidate found, but no usable stadium or club coordinates were found.",,,,,,,,,,
c_marseille_8a6a0f84,Q132885,Marseille,Marseille,France,Ligue 1,8th arrondissement of Marseille,Stade Vélodrome,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,7,97,Marseille,2,Olympique de Marseille,"association football club in Marseille, France",https://www.wikidata.org/wiki/Q132885,Olympique de Marseille,"association football club in Marseille, France",association football club,Q202150,43.269241,5.394907,https://en.wikipedia.org/wiki/Olympique_de_Marseille,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q202150,43.269241,5.394907,,,,,,
c_mazatlan_b76304f0,Q96045907,Mazatlán,Mazatlan,Mexico,Liga MX,,,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,73,Mazatlan,9,Mazatlán Fútbol Club,Mexican association football club,https://www.wikidata.org/wiki/Q96045907,Mazatlán Fútbol Club,Mexican association football club,association football club,,,,https://en.wikipedia.org/wiki/Mazatl%C3%A1n_F.C.,ok,candidate_no_coordinates,"Candidate found, but no usable stadium or club coordinates were found.",,,,,,,,,,
c_melbourne_city_04bdf721,Q748725,Melbourne City,Melbourne City,Australia,A-League Men,City of Melbourne,Melbourne Rectangular Stadium,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3,100,Melbourne City,1,Melbourne City FC,"Australian professional soccer club based in Melbourne, Australia",https://www.wikidata.org/wiki/Q748725,Melbourne City FC,"Australian professional soccer club based in Melbourne, Australia",association football club,Q1381223,-37.825278,144.983889,https://en.wikipedia.org/wiki/Melbourne_City_FC,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1381223,-37.825278,144.983889,,,,,,
c_melbourne_victory_7173b295,Q15636168,Melbourne Victory,Melbourne Victory,Australia,A-League Women,Albert Park,Lakeside Stadium,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Melbourne Victory,1,Melbourne Victory FC (women),Australian women's association football club,https://www.wikidata.org/wiki/Q15636168,Melbourne Victory FC (women),Australian women's association football club,association football club,Q14935190,-37.84027778,144.965,https://en.wikipedia.org/wiki/Melbourne_Victory_FC_(W-League),ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q14935190,-37.84027778,144.965,,,,,,
c_miami_fc_86451741,Q19984972,Miami FC,Miami FC,United States,USL Championship,Miami-Dade County,Pitbull Stadium,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2,100,Miami football club,1,Miami FC,"American soccer team, founded 2015",https://www.wikidata.org/wiki/Q19984972,Miami FC,"American soccer team, founded 2015",association football club,Q1388701,25.7525,-80.377778,https://en.wikipedia.org/wiki/Miami_FC,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1388701,25.7525,-80.377778,,,,,,
c_middlesbrough_8a024275,Q18661,Middlesbrough,Middlesbrough,United Kingdom,EFL Championship,Middlesbrough,Riverside Stadium,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2,100,Middlesbrough football club,1,Middlesbrough F.C.,"association football club in Middlesbrough, England",https://www.wikidata.org/wiki/Q18661,Middlesbrough F.C.,"association football club in Middlesbrough, England",association football club,Q822886,54.578333333,-1.216944444,https://en.wikipedia.org/wiki/Middlesbrough_F.C.,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q822886,54.578333333,-1.216944444,,,,,,
c_millwall_9ef52a13,Q19487,Millwall,Millwall,United Kingdom,EFL Championship,Bermondsey,The Den,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Millwall,1,Millwall F.C.,"association football club in London, England",https://www.wikidata.org/wiki/Q19487,Millwall F.C.,"association football club in London, England",association football club,Q908481,51.485833,-0.050833,https://en.wikipedia.org/wiki/Millwall_F.C.,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q908481,51.485833,-0.050833,,,,,,
c_minnesota_united_ec79d898,Q19828435,Minnesota United,Minnesota United,United States,Major League Soccer,Saint Paul,Allianz Field,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3,100,Minnesota United,1,Minnesota United FC,"American professional soccer club based in Saint Paul, Minnesota, United States",https://www.wikidata.org/wiki/Q19828435,Minnesota United FC,"American professional soccer club based in Saint Paul, Minnesota, United States",association football club,Q22096631,44.9528,-93.1651,https://en.wikipedia.org/wiki/Minnesota_United_FC,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q22096631,44.9528,-93.1651,,,,,,
c_mjallby_ba532087,Q749138,Mjallby,Mjallby,Sweden,Allsvenskan,Sölvesborg Municipality,Strandvallen,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Mjallby,1,Mjällby AIF,"association football club in Mjällby, Sweden",https://www.wikidata.org/wiki/Q749138,Mjällby AIF,"association football club in Mjällby, Sweden",association football club,Q1848079,56.0125,14.71666667,https://en.wikipedia.org/wiki/Mj%C3%A4llby_AIF,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1848079,56.0125,14.71666667,,,,,,
c_molde_c258d39b,Q208552,Molde,Molde,Norway,Eliteserien,Reknes,Aker Stadion,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Molde,2,Molde FK,"association football club in Molde, Norway",https://www.wikidata.org/wiki/Q208552,Molde FK,"association football club in Molde, Norway",association football club,Q417367,62.73341,7.14813,https://en.wikipedia.org/wiki/Molde_FK,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q417367,62.73341,7.14813,,,,,,
c_montana_45e96443,Q1212,Montana,Montana,United States,,,,47.0,-110.0,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,89,Montana,1,Montana,state of the United States of America,https://www.wikidata.org/wiki/Q1212,Montana,state of the United States of America,U.S. state,,,,https://en.wikipedia.org/wiki/Montana,ok,candidate_coords_need_review,"Candidate found with coordinates, but match confidence or coordinate basis needs review.",wikidata_club_coordinate_P625_review_needed,https://www.wikidata.org/wiki/Q1212,47.0,-110.0,,,,,,
c_monterrey_f10cf911,Q36967252,Monterrey,Monterrey,,,,,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,70,Monterrey,10,Monterrey,family name,https://www.wikidata.org/wiki/Q36967252,Monterrey,family name,family name,,,,,ok,candidate_no_coordinates,"Candidate found, but no usable stadium or club coordinates were found.",,,,,,,,,,
c_montpellier_12bea8d1,Q19513,Montpellier,Montpellier,France,Ligue 2,Montpellier,Stade de la Mosson,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,95,Montpellier,6,Montpellier Hérault Sport Club,French professional football club,https://www.wikidata.org/wiki/Q19513,Montpellier Hérault Sport Club,French professional football club,association football club,Q815833,43.62061,3.81279,https://en.wikipedia.org/wiki/Montpellier_HSC,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q815833,43.62061,3.81279,,,,,,
c_motherwell_8b7b9d25,Q216523,Motherwell,Motherwell,United Kingdom,Scottish Premiership,North Lanarkshire,Fir Park,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Motherwell football club,1,Motherwell F.C.,"association football club in Motherwell, Scotland",https://www.wikidata.org/wiki/Q216523,Motherwell F.C.,"association football club in Motherwell, Scotland",association football club,Q252696,55.779947,-3.980078,https://en.wikipedia.org/wiki/Motherwell_F.C.,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q252696,55.779947,-3.980078,,,,,,
c_nancy_c55a4912,Q56605587,Nancy,Nancy,,,,,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,77,Nancy,6,Nancy,podcast,https://www.wikidata.org/wiki/Q56605587,Nancy,podcast,podcast show,,,,https://en.wikipedia.org/wiki/Nancy_(podcast),ok,candidate_no_coordinates,"Candidate found, but no usable stadium or club coordinates were found.",,,,,,,,,,
c_nantes_f85b493e,Q66741485,Nantes,Nantes,,,,,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,70,Nantes,9,Nantes,family name,https://www.wikidata.org/wiki/Q66741485,Nantes,family name,family name,,,,,ok,candidate_no_coordinates,"Candidate found, but no usable stadium or club coordinates were found.",,,,,,,,,,
c_napoli_48cfbfde,Q2641,Napoli,Napoli,Italy,Q15804,Naples,Stadio Diego Armando Maradona,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,5,100,Napoli,3,SSC Napoli,Italian professional football club based in Naples,https://www.wikidata.org/wiki/Q2641,SSC Napoli,Italian professional football club based in Naples,association football club,Q82709,40.827967,14.193008,https://en.wikipedia.org/wiki/SSC_Napoli,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q82709,40.827967,14.193008,,,,,,
c_nasaf_92f9d239,Q1150723,Nasaf,Nasaf,Uzbekistan,Uzbekistan Super League,Qarshi,Markaziy Stadium,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3,98,Nasaf,1,Nasaf Qarshi,association football club,https://www.wikidata.org/wiki/Q1150723,Nasaf Qarshi,association football club,association football club,Q1765518,38.83823,65.81354,https://en.wikipedia.org/wiki/FC_Nasaf,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1765518,38.83823,65.81354,,,,,,
c_navbahor_c6d5cb2a,Q1101346,Navbahor,Navbahor,Uzbekistan,Uzbekistan Super League,Namangan,Markaziy Stadium,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Navbahor,1,Navbahor Namangan,association football club,https://www.wikidata.org/wiki/Q1101346,Navbahor Namangan,association football club,association football club,Q5927490,40.999618,71.593834,https://en.wikipedia.org/wiki/PFC_Navbahor_Namangan,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q5927490,40.999618,71.593834,,,,,,
c_nec_nijmegen_5eeb954a,Q318348,NEC Nijmegen,NEC Nijmegen,Netherlands,Eredivisie,Nijmegen,Stadion de Goffert,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2,88,NEC Nijmegen,1,N.E.C.,Dutch association football club from Nijmegen,https://www.wikidata.org/wiki/Q318348,N.E.C.,Dutch association football club from Nijmegen,association football club,Q720983,51.8225,5.836667,https://en.wikipedia.org/wiki/NEC_Nijmegen,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q720983,51.8225,5.836667,,,,,,
c_neftchi_0cda2dd5,Q870279,Neftchi,Neftchi,Uzbekistan,Uzbekistan Super League,Fergana,Istiqlol Stadium,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2,100,Neftchi,2,FC Neftchi Fergana,Uzbek association football club,https://www.wikidata.org/wiki/Q870279,FC Neftchi Fergana,Uzbek association football club,association football club,Q117215746,40.390311,71.749638,https://en.wikipedia.org/wiki/FC_Neftchi_Fergana,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q117215746,40.390311,71.749638,,,,,,
c_neom_dd0f566d,Q42310572,Neom,Neom,Saudi Arabia,,,,28.006388888,35.2025,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,87,Neom,3,Neom,future destination project in Saudi Arabia,https://www.wikidata.org/wiki/Q42310572,Neom,future destination project in Saudi Arabia,organization,,,,https://en.wikipedia.org/wiki/Neom,ok,candidate_coords_need_review,"Candidate found with coordinates, but match confidence or coordinate basis needs review.",wikidata_club_coordinate_P625_review_needed,https://www.wikidata.org/wiki/Q42310572,28.006388888,35.2025,,,,,,
c_new_england_revolution_d4ef9fc5,Q309095,New England Revolution,New England Revolution,United States,Major League Soccer,Foxborough,Gillette Stadium,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,New England Revolution,1,New England Revolution,"professional soccer club based in Boston, Massachusetts, United States",https://www.wikidata.org/wiki/Q309095,New England Revolution,"professional soccer club based in Boston, Massachusetts, United States",association football club,Q373355,42.090944444,-71.264344444,https://en.wikipedia.org/wiki/New_England_Revolution,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q373355,42.090944444,-71.264344444,,,,,,
c_new_york_city_fc_d53241ec,Q13361030,New York City FC,New York City FC,United States,Major League Soccer,The Bronx,Yankee Stadium,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3,100,New York City FC,1,New York City FC,"American soccer club based in New York City, United States",https://www.wikidata.org/wiki/Q13361030,New York City FC,"American soccer club based in New York City, United States",association football club,Q753529,40.829569,-73.926392,https://en.wikipedia.org/wiki/New_York_City_FC,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q753529,40.829569,-73.926392,,,,,,
c_newcastle_jets_131175aa,Q732929,Newcastle Jets,Newcastle Jets,Australia,A-League Men,Newcastle,Newcastle International Sports Centre,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Newcastle Jets,1,Newcastle Jets FC,"soccer club based in Newcastle, Australia",https://www.wikidata.org/wiki/Q732929,Newcastle Jets FC,"soccer club based in Newcastle, Australia",association football club,Q1188325,-32.918888888,151.726666666,https://en.wikipedia.org/wiki/Newcastle_Jets_FC,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1188325,-32.918888888,151.726666666,,,,,,
c_newcastle_united_492af7e1,Q18716,Newcastle United,Newcastle United,United Kingdom,Premier League,Newcastle upon Tyne,St James’ Park,,,,,TRUE,Merged aliases/source variants: Newcastle United; Newcastle. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,8,100,Newcastle United,1,Newcastle United F.C.,"association football club in Newcastle upon Tyne, England",https://www.wikidata.org/wiki/Q18716,Newcastle United F.C.,"association football club in Newcastle upon Tyne, England",association football club,Q191774,54.975555555,-1.621666666,https://en.wikipedia.org/wiki/Newcastle_United_F.C.,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q191774,54.975555555,-1.621666666,,,,,,
c_nice_a83a802d,Q16878069,Nice,Nice,,,,,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,8,81,Nice,2,Nice,family name,https://www.wikidata.org/wiki/Q16878069,Nice,family name,family name,,,,https://en.wikipedia.org/wiki/Nice_(surname),ok,candidate_no_coordinates,"Candidate found, but no usable stadium or club coordinates were found.",,,,,,,,,,
c_nk_maribor_feb9d4ad,Q210530,NK Maribor,NK Maribor,Slovenia,Slovenian PrvaLiga,Maribor City Municipality,Ljudski vrt,,,,,TRUE,Merged aliases/source variants: NK Maribor; Maribor. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2,100,NK Maribor,1,NK Maribor,association football club in Slovenia,https://www.wikidata.org/wiki/Q210530,NK Maribor,association football club in Slovenia,association football club,Q975819,46.5625,15.640556,https://en.wikipedia.org/wiki/NK_Maribor,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q975819,46.5625,15.640556,,,,,,
c_nordsjaelland_485bda61,Q210025,Nordsjaelland,Nordsjaelland,Denmark,Danish Superliga,Furesø Municipality,Right to Dream Park,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Nordsjaelland football club,1,FC Nordsjælland,Danish football club,https://www.wikidata.org/wiki/Q210025,FC Nordsjælland,Danish football club,association football club,Q1397226,55.815847,12.353289,https://en.wikipedia.org/wiki/FC_Nordsj%C3%A6lland,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1397226,55.815847,12.353289,,,,,,
c_norwich_city_9bfbedcc,Q18721,Norwich City,Norwich City,United Kingdom,EFL Championship,Norwich,Carrow Road,,,,,FALSE,Merged aliases/source variants: Norwich City; Norwich. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,5,100,Norwich City,1,Norwich City F.C.,"association football club in Norwich, England",https://www.wikidata.org/wiki/Q18721,Norwich City F.C.,"association football club in Norwich, England",association football club,Q123017,52.622222222,1.309166666,https://en.wikipedia.org/wiki/Norwich_City_F.C.,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q123017,52.622222222,1.309166666,,,,,,
c_nottingham_forest_a950aa00,Q19490,Nottingham Forest,Nottingham Forest,United Kingdom,Premier League,Rushcliffe,City Ground,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,6,100,Nottingham Forest,1,Nottingham Forest F.C.,"association football club in West Bridgford, England",https://www.wikidata.org/wiki/Q19490,Nottingham Forest F.C.,"association football club in West Bridgford, England",association football club,Q593446,52.94,-1.132778,https://en.wikipedia.org/wiki/Nottingham_Forest_F.C.,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q593446,52.94,-1.132778,,,,,,
c_olimpia_aed7596a,Q16613462,Olimpia,Olimpia,Uruguay,,Municipio C,Estadio Saroldi,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Olimpia football club,1,Olimpia Football Club,Uruguayan association football club,https://www.wikidata.org/wiki/Q16613462,Olimpia Football Club,Uruguayan association football club,association football club,Q45117,-34.86213611,-56.20163889,,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q45117,-34.86213611,-56.20163889,,,,,,
c_olympiacos_41b104a8,Q19628,Olympiacos,Olympiacos,Greece,Super League Greece,Piraeus Municipality,Karaiskakis Stadium,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2,100,Olympiacos,1,Olympiacos F.C.,"professional association football club based in Piraeus, Greece. Part of the major multi-sport club Olympiacos SFP",https://www.wikidata.org/wiki/Q19628,Olympiacos F.C.,"professional association football club based in Piraeus, Greece. Part of the major multi-sport club Olympiacos SFP",men's association football team,Q213508,37.946169,23.664536,https://en.wikipedia.org/wiki/Olympiacos_F.C.,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q213508,37.946169,23.664536,,,,,,
c_omonia_6a13a5a4,Q240783,Omonia,Omonia,Cyprus,Cypriot First Division,Strovolos,GSP Stadium,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Omonia,5,AC Omonia,"professional association football club based in Nicosia, Cyprus",https://www.wikidata.org/wiki/Q240783,AC Omonia,"professional association football club based in Nicosia, Cyprus",association football club,Q592491,35.114542,33.362864,https://en.wikipedia.org/wiki/AC_Omonia,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q592491,35.114542,33.362864,,,,,,
c_orlando_city_33cea553,Q15214308,Orlando City,Orlando City,United States,Major League Soccer,Florida,Inter&Co Stadium,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3,100,Orlando City,1,Orlando City SC,soccer club in Major League Soccer,https://www.wikidata.org/wiki/Q15214308,Orlando City SC,soccer club in Major League Soccer,association football club,Q16846942,28.5410645,-81.389035,https://en.wikipedia.org/wiki/Orlando_City_SC,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q16846942,28.5410645,-81.389035,,,,,,
c_orlando_pirates_1c8e17d1,Q607939,Orlando Pirates,Orlando Pirates,South Africa,South African Premier Division,Orlando,Orlando Stadium,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,8,100,Orlando Pirates,1,Orlando Pirates F.C.,South African professional football club,https://www.wikidata.org/wiki/Q607939,Orlando Pirates F.C.,South African professional football club,association football club,Q1681126,-26.231894,27.922892,https://en.wikipedia.org/wiki/Orlando_Pirates_F.C.,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1681126,-26.231894,27.922892,,,,,,
c_osasuna_f20766a6,Q2657829,Osasuna,Osasuna,Spain,Primera Federación,,Tajonar Facilities,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2,100,Osasuna,1,Osasuna B,reserve team of CA Osasuna,https://www.wikidata.org/wiki/Q2657829,Osasuna B,reserve team of CA Osasuna,association football club,Q21039386,42.77444444,-1.62555556,https://en.wikipedia.org/wiki/CA_Osasuna_B,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q21039386,42.77444444,-1.62555556,,,,,,
c_pachuca_a4c33119,Q736937,Pachuca,Pachuca,Mexico,Liga MX,Pachuca,Gorda hilda,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Pachuca,5,CF Pachuca,Mexican men's football club,https://www.wikidata.org/wiki/Q736937,CF Pachuca,Mexican men's football club,association football club,Q1369255,20.105144,-98.756114,https://en.wikipedia.org/wiki/C.F._Pachuca,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1369255,20.105144,-98.756114,,,,,,
c_pafos_0aaaf55f,Q17442894,Pafos,Pafos,Cyprus,Cypriot First Division,Paphos,Pafiako Stadium,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3,100,Pafos football club,1,Pafos FC,"association football team from Paphos, Cyprus",https://www.wikidata.org/wiki/Q17442894,Pafos FC,"association football team from Paphos, Cyprus",association football club,Q1132478,34.769186,32.440144,https://en.wikipedia.org/wiki/Pafos_FC,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1132478,34.769186,32.440144,,,,,,
c_pakhtakor_52dbbda0,Q732106,Pakhtakor,Pakhtakor,Uzbekistan,Uzbekistan Super League,Tashkent,Pakhtakor Markaziy Stadium,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,4,100,Pakhtakor,1,Pakhtakor Tashkent FK,association football club,https://www.wikidata.org/wiki/Q732106,Pakhtakor Tashkent FK,association football club,association football club,Q1421131,41.315522,69.260244,https://en.wikipedia.org/wiki/Pakhtakor_FC,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1421131,41.315522,69.260244,,,,,,
