city_key,country,city,preferred_city_query,review_status,review_priority,source_row_count,club_names,stadiums,primary_stadium_context_query,primary_club_context_query,trusted_stadium_hint_coord_count,existing_club_coord_centroid_lat,existing_club_coord_centroid_lon,existing_coordinate_basis_values,existing_coordinate_source_urls,data_quality_flags,review_notes
australia__newcastle__c442928a,Australia,Newcastle,"Newcastle, Australia",ready_for_geocoding_with_local_hints,medium,1,Newcastle Jets FC,Newcastle International Sports Centre,"Newcastle International Sports Centre, Newcastle, Australia","Newcastle Jets FC, Newcastle, Australia",1,-32.91888889,151.72666670,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1188325,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
australia__parramatta__5cb93a08,Australia,Parramatta,"Parramatta, Australia",ready_for_geocoding_with_local_hints,medium,1,Western Sydney Wanderers,Western Sydney Stadium,"Western Sydney Stadium, Parramatta, Australia","Western Sydney Wanderers, Parramatta, Australia",1,-33.84305600,151.06777800,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q5359559,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
australia__sydney__7905782c,Australia,Sydney,"Sydney, Australia",ready_for_geocoding_with_local_hints,medium,1,Sydney FC,Sydney Football Stadium,"Sydney Football Stadium, Sydney, Australia","Sydney FC, Sydney, Australia",1,-33.86861100,151.15472200,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q6519301,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
austria__liebenau__2347f39f,Austria,Liebenau,"Liebenau, Austria",ready_for_geocoding_with_local_hints,medium,1,Grazer AK,Merkur Arena,"Merkur Arena, Liebenau, Austria","Grazer AK, Liebenau, Austria",1,47.04611100,15.45444400,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q696491,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
austria__linz__342e5b18,Austria,Linz,"Linz, Austria",ready_for_geocoding_with_local_hints,medium,1,LASK,Linzer Stadion,"Linzer Stadion, Linz, Austria","LASK, Linz, Austria",1,48.29333300,14.27638900,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q686798,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
austria__vienna__0b10dcf1,Austria,Vienna,"Vienna, Austria",ready_for_geocoding_with_local_hints,medium,1,Austria Vienna,Generali Arena,"Generali Arena, Vienna, Austria","Austria Vienna, Vienna, Austria",1,48.16230600,16.38669400,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q696476,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
austria__wals-siezenheim__dd26f0f9,Austria,Wals-Siezenheim,"Wals-Siezenheim, Austria",ready_for_geocoding_with_local_hints,medium,1,RB Salzburg,Red Bull Arena,"Red Bull Arena, Wals-Siezenheim, Austria","RB Salzburg, Wals-Siezenheim, Austria",1,47.81625000,12.99822222,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q206135,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
austria__wolfsberg__581feb5a,Austria,Wolfsberg,"Wolfsberg, Austria",ready_for_geocoding_with_local_hints,medium,1,Wolfsberger AC,Lavanttal-Arena,"Lavanttal-Arena, Wolfsberg, Austria","Wolfsberger AC, Wolfsberg, Austria",1,46.82530000,14.85140000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q15057371,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
azerbaijan__masazir__c97f8d54,Azerbaijan,Masazir,"Masazir, Azerbaijan",ready_for_geocoding_with_local_hints,medium,1,Sabah FK (Azerbaijan),Bank Respublika Arena,"Bank Respublika Arena, Masazir, Azerbaijan","Sabah FK (Azerbaijan), Masazir, Azerbaijan",1,5.98335556,116.09554440,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q3277807,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
azerbaijan__tovuz__046748ac,Azerbaijan,Tovuz,"Tovuz, Azerbaijan",ready_for_geocoding_with_local_hints,medium,1,Turan Tovuz,Tovuz City Stadium,"Tovuz City Stadium, Tovuz, Azerbaijan","Turan Tovuz, Tovuz, Azerbaijan",1,40.99222200,45.62555600,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q4816625,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
belgium__anderlecht__9ef158b9,Belgium,Anderlecht,"Anderlecht, Belgium",ready_for_geocoding_with_local_hints,medium,1,Anderlecht,Lotto Park,"Lotto Park, Anderlecht, Belgium","Anderlecht, Anderlecht, Belgium",1,50.83416700,4.29833300,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q262326,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
belgium__antwerp__3754ba80,Belgium,Antwerp,"Antwerp, Belgium",ready_for_geocoding_with_local_hints,medium,1,Antwerp,Stadion Broodstraat,"Stadion Broodstraat, Antwerp, Belgium","Antwerp, Antwerp, Belgium",1,51.23270000,4.47157500,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q7596290,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
belgium__denderleeuw__2661c298,Belgium,Denderleeuw,"Denderleeuw, Belgium",ready_for_geocoding_with_local_hints,medium,1,FCV Dender,Florent Beeckmanstadion,"Florent Beeckmanstadion, Denderleeuw, Belgium","FCV Dender, Denderleeuw, Belgium",1,50.88388900,4.07083300,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q2744854,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
belgium__forest__44e6a05e,Belgium,Forest,"Forest, Belgium",ready_for_geocoding_with_local_hints,medium,1,Union St.-Gilloise,Joseph Marien Stadium,"Joseph Marien Stadium, Forest, Belgium","Union St.-Gilloise, Forest, Belgium",1,50.81780000,4.32917000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q3495665,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
belgium__ghent__71d06c23,Belgium,Ghent,"Ghent, Belgium",ready_for_geocoding_with_local_hints,medium,1,Gent,Jules Ottenstadion,"Jules Ottenstadion, Ghent, Belgium","Gent, Ghent, Belgium",1,51.03138900,3.76611100,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1711746,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
belgium__liege__20fa3a3c,Belgium,Liège,"Liège, Belgium",ready_for_geocoding_with_local_hints,medium,1,Standard Liège,Stade Maurice Dufrasne,"Stade Maurice Dufrasne, Liège, Belgium","Standard Liège, Liège, Belgium",1,50.60990800,5.54334400,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q959934,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
belgium__mechelen__5bb93991,Belgium,Mechelen,"Mechelen, Belgium",ready_for_geocoding_with_local_hints,medium,1,KV Mechelen,AFAS Stadion KV Mechelen,"AFAS Stadion KV Mechelen, Mechelen, Belgium","KV Mechelen, Mechelen, Belgium",1,51.03722200,4.48638900,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q649755,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
belgium__sint-truiden__a9bccf22,Belgium,Sint-Truiden,"Sint-Truiden, Belgium",ready_for_geocoding_with_local_hints,medium,1,Sint-Truiden,Stayen,"Stayen, Sint-Truiden, Belgium","Sint-Truiden, Sint-Truiden, Belgium",1,50.81361100,5.16527800,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q515782,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
belgium__waregem__306d68da,Belgium,Waregem,"Waregem, Belgium",ready_for_geocoding_with_local_hints,medium,1,Zulte Waregem,Regenboogstadion,"Regenboogstadion, Waregem, Belgium","Zulte Waregem, Waregem, Belgium",1,50.88305600,3.42888900,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1850335,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
brazil__belo-horizonte__17075586,Brazil,Belo Horizonte,"Belo Horizonte, Brazil",ready_for_geocoding_with_local_hints,medium,1,Atletico Mineiro,Arena MRV,"Arena MRV, Belo Horizonte, Brazil","Atletico Mineiro, Belo Horizonte, Brazil",1,-19.93055556,-44.01611111,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q97177489,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
brazil__braganca-paulista__c61f79ec,Brazil,Bragança Paulista,"Bragança Paulista, Brazil",ready_for_geocoding_with_local_hints,medium,1,Red Bull Bragantino,Estádio Cícero de Souza Marques,"Estádio Cícero de Souza Marques, Bragança Paulista, Brazil","Red Bull Bragantino, Bragança Paulista, Brazil",1,-22.96541400,-46.53693600,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q5402133,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
brazil__curitiba__c7294ea8,Brazil,Curitiba,"Curitiba, Brazil",ready_for_geocoding_with_local_hints,medium,1,Club Athletico Paranaense,Arena da Baixada,"Arena da Baixada, Curitiba, Brazil","Club Athletico Paranaense, Curitiba, Brazil",1,-25.44833300,-49.27694400,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q606803,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
brazil__morumbi__7ffce1ca,Brazil,Morumbi,"Morumbi, Brazil",ready_for_geocoding_with_local_hints,medium,1,São Paulo,Estádio do Morumbi,"Estádio do Morumbi, Morumbi, Brazil","São Paulo, Morumbi, Brazil",1,-23.60012500,-46.72015556,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q821761,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
brazil__santos__e55fb59d,Brazil,Santos,"Santos, Brazil",ready_for_geocoding_with_local_hints,medium,1,Santos FC,Estádio Urbano Caldeira,"Estádio Urbano Caldeira, Santos, Brazil","Santos FC, Santos, Brazil",1,-23.95111100,-46.33888900,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q741755,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
bulgaria__razgrad__8e28470b,Bulgaria,Razgrad,"Razgrad, Bulgaria",ready_for_geocoding_with_local_hints,medium,1,Ludogorets Razgrad,Huvepharma Arena,"Huvepharma Arena, Razgrad, Bulgaria","Ludogorets Razgrad, Razgrad, Bulgaria",1,43.53361111,26.52750000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q3625171,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
canada__toronto__136a0089,Canada,Toronto,"Toronto, Canada",ready_for_geocoding_with_local_hints,medium,1,Toronto FC,BMO Field,"BMO Field, Toronto, Canada","Toronto FC, Toronto, Canada",1,43.63277800,-79.41861100,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q796351,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
canada__vancouver__a9357d41,Canada,Vancouver,"Vancouver, Canada",ready_for_geocoding_with_local_hints,medium,1,Vancouver Whitecaps,BC Place,"BC Place, Vancouver, Canada","Vancouver Whitecaps, Vancouver, Canada",1,49.27666667,-123.11194440,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q612227,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
chile__concepcion__f107dafd,Chile,Concepción,"Concepción, Chile",ready_for_geocoding_with_local_hints,medium,1,Universidad de Concepción,Estadio Ester Roa Rebolledo,"Estadio Ester Roa Rebolledo, Concepción, Chile","Universidad de Concepción, Concepción, Chile",1,-36.81527800,-73.02333300,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q683218,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
chile__el-salvador__5938f3bf,Chile,El Salvador,"El Salvador, Chile",ready_for_geocoding_with_local_hints,medium,1,Cobresal,Estadio El Cobre,"Estadio El Cobre, El Salvador, Chile","Cobresal, El Salvador, Chile",1,-26.25194400,-69.62861100,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q793766,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
colombia__medellin__b9c2f188,Colombia,Medellín,"Medellín, Colombia",ready_for_geocoding_with_local_hints,medium,1,Atlético Nacional,Atanasio Girardot Stadium,"Atanasio Girardot Stadium, Medellín, Colombia","Atlético Nacional, Medellín, Colombia",1,6.25680000,-75.59017200,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q6156079,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
costa-rica__san-juan__a0944c5a,Costa Rica,San Juan,"San Juan, Costa Rica",ready_for_geocoding_with_local_hints,medium,1,Saprissa,Estadio Ricardo Saprissa Aymá,"Estadio Ricardo Saprissa Aymá, San Juan, Costa Rica","Saprissa, San Juan, Costa Rica",1,9.96542700,-84.07545500,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1369626,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
croatia__koprivnica__9444ab1f,Croatia,Koprivnica,"Koprivnica, Croatia",ready_for_geocoding_with_local_hints,medium,1,Slaven Belupo,Gradski stadion,"Gradski stadion, Koprivnica, Croatia","Slaven Belupo, Koprivnica, Croatia",1,46.16611100,16.83472200,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q3442471,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
croatia__split__505fd585,Croatia,Split,"Split, Croatia",ready_for_geocoding_with_local_hints,medium,1,Hajduk Split,Stadion Poljud,"Stadion Poljud, Split, Croatia","Hajduk Split, Split, Croatia",1,43.51944400,16.43166700,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q841384,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
cyprus__paphos__ed847735,Cyprus,Paphos,"Paphos, Cyprus",ready_for_geocoding_with_local_hints,medium,1,Pafos,Pafiako Stadium,"Pafiako Stadium, Paphos, Cyprus","Pafos, Paphos, Cyprus",1,34.76918600,32.44014400,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1132478,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
cyprus__strovolos__ba4749df,Cyprus,Strovolos,"Strovolos, Cyprus",ready_for_geocoding_with_local_hints,medium,1,AC Omonia,GSP Stadium,"GSP Stadium, Strovolos, Cyprus","AC Omonia, Strovolos, Cyprus",1,35.11454200,33.36286400,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q592491,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
czech-republic__liberec__ae323adf,Czech Republic,Liberec,"Liberec, Czech Republic",ready_for_geocoding_with_local_hints,medium,1,Slovan Liberec,Stadion u Nisy,"Stadion u Nisy, Liberec, Czech Republic","Slovan Liberec, Liberec, Czech Republic",1,50.77621400,15.04997200,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q687655,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
